Nombre,Citas,Correo,Afiliación,Temas de Interés
Alex David Fuentes Vivas,164,utelvt.edu.ec,Universidad Técnica Luis Vargas Torres de Esmeraldas Sede La Concordia,"Administración, Marketing, Empresas"
Isis Alejandra Camargo Toribio,163,utn.edu.ec,Profesora de la Universidad Técnica del Norte,Turismo y Educación
Marina Pérez-Pérez,163,ucuenca.edu.ec,,"Arquitectura, Construcción, Sostenibilidad, Eficiencia Energética"
MARIBEL MAYA CARRILLO,163,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE y Escuela Politécnica Nacional,"Administraciòn, Emprendimiento e Innovación Tecnológica"
Marcelo Zambrano V.,163,utn.edu.ec,Universitat Politècnica de València,"Telecomunicaciones, TIC"
Felipe Rumbaut León,163,utm.edu.ec,Profesor del Departamento de Matemáticas y Estadística. Universidad Técnina de Manabí …,"Matemática, Estadística, Física, Análisis de información, alfabetización informacional"
"Torres-Cadena, Juan Pablo",163,ueb.edu.ec,Profesor Titular Turismo y Hotelería. Universidad Estatal de Bolívar,"Turismo, desarrollo local, planificación y gestión de destinos turísticos, gobernanza, procesos participativos"
Erika Sonia Quiñonez Alvarado,163,ug.edu.ec,Universidad de Guayaquil,Ciencias sociales
Zoila Torres Palchisaca,163,ucacue.edu.ec,Docente Universidad Católica de Cuenca,"Educación, Actividad Física y Deportes"
Isabel Alcivar,163,espol.edu.ec,Escuela Superior Politécnica del Litoral (ESPOL),"Operations management, Creativity & Innovation, Industrial Engineering"
JEYKO HERNANDEZ,163,utelvt.edu.ec,Universidad Tecnica Luis Vargas Torres Esmeraldas,Relatividad general
JORGE LEONARDO VANEGAS RUIZ,163,ucuenca.edu.ec,Universidad de Cuenca,Producción y Sanidad Animal
Karen Corral-Joza,163,uleam.edu.ec,"Docente, Universidad Laica Eloy Alfaro de Manabí","Educación Inclusiva, Inclusión, Atención a personas con discapacidad, Necesidades educativas especiales"
JENNIFER CORTEZ,163,unemi.edu.ec,ESTUDIANTE UNEMI,"EXPRESIÓN ORAL, LITERATURA INFANTIL, REPRODUCCION DE CANCIONES …, ESTRATEGIAS PARA LA EXPRESION ORAL"
Duniesky Alfonso Caveda,163,ube.edu.ec,UBE,Didáctica. Pedagogía. Diseño Curricular …
VANESSA CAROLINA VARGAS VALLEJO,162,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,Diseño de VLSI
René Zambrano,162,istlam.edu.ec,Instituto Superior Tecnológico Universitario Luis Arboleda Martínez,"Biología Pesquera, Carcinología, Ecología, Manglar"
Luciana Armijos,162,puce.edu.ec,Investigador,Salud Pública
Francisco Enríquez Bermeo,162,flacso.edu.ec,Investigador,"Fronteras, desarrollo territorial, protección social"
Yoandry Rivero Padrón,162,uisrael.edu.ec,Universidad Tecnológica Israel,"Matemáticas, Pedagogía"
Doris Patricia Cevallos Zambrano,162,uleam.edu.ec,UNIVERSIDAD LAICA ELOY ALFARO DE MANABÍ,"EDUCACIÓN SUPERIOR, GOBERNANZA, RECURSOS HUMANOS, GESTIÓN UNIVERSITARIA"
DAYANNA YAMILED BAQUE BERMUDEZ,162,unemi.edu.ec,Estudiante de la carrera de Enfermería,Área de la salud
Miguel Posso-Yépez https://orcid.org/ 0000-0002-6931-3326,162,utn.edu.ec,Universidad Técnica del Norte,"Educación, Turismo, Cultura, Patrimonio, Psicología"
Carrión-Toro M.,162,epn.edu.ec,Escuela Politécnica Nacional,"information systems, serious game, digital inclusion, gamification, education."
Marcelo Pozo,162,epn.edu.ec,Escuela Politécnica Nacional,"power electronics, electric Drives"
Arturo Pazmino (ORCID: 0000-0001-8245-5970),162,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador,"Atomic, Molecular and Optical Physics, Physics Education"
Grace Natalie Tamayo Galarza,162,iaen.edu.ec,Instituto de Altos Estudios Nacionales,"Administración, economía circular, sostenibilidad financiera, responsabilidad social, tributación y fiscalidad"
ANA MARIA MOLERO SAETEROS,162,unemi.edu.ec,Estudiante UNEMI,"Masajes Shantala, psicomotricidad infantil, literatura infantil"
Paulina Pico,162,uta.edu.ec,Docente Auxiliar Universidad Técnica de Ambato,"Economía Circular, Gestión de calidad, políticas y estrategias organizacionales, Responsabilidad Social"
Nayger Lopez,162,ug.edu.ec,Estudiante de universidad Guayaquil,relatividad general e-learning
Leonardo Sánchez-Aragón,161,espol.edu.ec,Escuela Superior Politécnica del Litoral,"Social Networks, Econometrics of Networks, Computational Economics, Production Economics"
Monica Del Carmen Vargas Jimenez,161,utmachala.edu.ec,DOCENTE INVESTIGADOR UNIVERSIDAD TÉCNICA DE MACHALA,"auditoria financiera, cadena de valor, gestión por procesos"
Angel Alberto Zambrano Morales,161,umet.edu.ec,Universidad Metropolitana del Ecuador; Universidad de Los Andes,"Estadística, Muestreo, Computación Estadística"
María del Cisne Guamán Balcázar,161,utpl.edu.ec,Universidad Técnica Particular de Loja,"Fluidos supercríticos, antioxidantes, compuestos funcionales"
Christian Gonzalo Dominguez Gonzalez (ORCID: 0000-0003-2971-7163),161,ups.edu.ec,Universidad Politécnica Salesiana,"Water resources, Hydrology, Hydrogeology, Urban Drainage"
Ailin Blasco-Zuñiga,161,puce.edu.ec,"CISeAL, Pontificia Universidad Catolica del Ecuador",Biology
María Angelica Henríquez Coronel,161,utm.edu.ec,Universidad Técnica de Manabí,Educación
CRISTINA MARIBEL NASIMBA SUNTAXI (https://orcid.org/0000-0003-0519-2948),161,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,"Education, Tourism planning, Hotel, Gastronomy, Tourism management"
Miguel Ángel Enríquez Estrella,161,uea.edu.ec,"Docente, Universidad Estatal Amazónica","Producción, alimentos, gestión, administración"
Miguel  Realpe (ORCID: 0000-0001-8711-5596 ),161,fiec.espol.edu.ec,Espol (ROR 04qenc566),"Robotics, Computer Vision, AI, UAV"
Diego Miguel Marcillo Parra,161,espe.edu.ec,Universidad de las Fuerzas Armadas - ESPE,Tecnologías de la Información y …
LYDIA NAOMI CEDEÑO PELCHOR,161,unemi.edu.ec,Ingeniería Industrial UNEMI,Industrial
JOSELYN BEATRIZ JIMENEZ BAQUERIZO,161,unemi.edu.ec,Unemi,
Nelson Cordova Rosas,161,espol.edu.ec,"Profesor de Matemáticas, Escuela Superior Politécnica del Litoral","Calculo vectorial, Habilidades Matemáticas, Administración"
Sandra Maria Emelina Linares Giler,161,utm.edu.ec,UNIVERSIDAD TECNICA DE MANABI,"SALUD, MEDICINA, ENFERMERIA, ETICA"
FAUSTO VINICIO ACUÑA COELLO,161,espe.edu.ec,Profesor de CAD/CAM/CAE/CNC/CIM,CAD/CAM/CAE/CNC/CIM
Yhonny Alfredo Valverde Lucio,161,unesum.edu.ec,Universidad Estatal del suir de Manabí,Agropecuaria
Carlos Celedonio Moya López,160,utn.edu.ec,"Universidad Técnica del Norte, Ecuador","Genética agrícola, mejoramiento genético, recursos genéticos, producción semillas, extensionismo agrario"
Marisela Mildred Saltos Solís,160,ug.edu.ec,"Docente Bioquímica, Farmacología, Universidad de Guayaquil",
Cristina Fernanda Vaca Orellana,160,utn.edu.ec,Profesor Universidad Técnica del Norte,"Tic, salud y bienestar, bioestadística, bioinformática"
Madelin Rodríguez Rensoli,160,unae.edu.ec,"Docente Investigadora, Universidad Nacional de Educación de Ecuador","Educación ambiental en el proceso de …, … e Investigación Acción Participativa en la …"
Angel Aurelio Morocho Macas,160,ucacue.edu.ec,Universidad Católica de Cuenca,Administración de Tecnologías de …
Ricardo Arencibia Moreno,160,utm.edu.ec,Universidad Técnica de Manabí,"Nutrición humana, actividad física y deportes, ciencias biológicas"
Jaime Veintimilla-Reyes,160,ucuenca.edu.ec,"Departamento de Ciencias de la Computación, Universidad de Cuenca","Integración de información, data mining, inteligencia artificial, SOA, optimización"
Nino Tello Vega Ureta (ORCID:  0009-0005-3107-4365),160,ups.edu.ec,Professor of Electrical Engineering - Universidad Politécnica Salesiana Ecuador - Electrical,"Industrial Automation, Instrumentation, Control, Renewable energy, Robotics"
Narda Navarro,160,umet.edu.ec,Universidad Metropolitana,"Administración, Economía, Marítimo, Logístico, Marketing"
Ricardo Baquerizo Crespo,160,utm.edu.ec,Universidad Técnica de Manabí,"Simulación, Digestión anaerobia coagulación natural"
FELIX ENRIQUE VILLEGAS YAGUAL,160,unemi.edu.ec,Universidad Estatal de Milagro,"Contabilidad, Administración, Investigación"
Rafael Rivadeneira C.,160,espol.edu.ec,"Escuela Superior Politécnica del Litoral, ESPOL","software/computing, computer vision, deep learning, machine learning, IoE"
Manuel Dario Jaramillo Monge (ORCID: 0000-0002-1714-222X),160,ups.edu.ec,Professor of Control Theory - Universidad Politécnica Salesiana Ecuador - GIREI,"Electrical Power Systems, Smart Grids, Data Analysis, Optimization techniques, Energy Forecasting"
Nelson Salgado Reyes,160,puce.edu.ec,Docente,Computación y Ciencia Educación
Joffre Paladines Rodríguez,160,itsgg.edu.ec,Instituto Superior Tecnológico Guayaquil,"Tecnologías de la Información y la …, Plataformas Educativas"
Ailynn Torres,160,flacso.edu.ec,Fundación Rosa Luxemburgo / FLACSO Ecuador,"Estudios de género, movimientos feministas, ciudadanía en América Latina"
Samuel Rivera,160,unemi.edu.ec,UNEMI,Educaciòn Inicial en Ecuador
Wilson Teodomiro Salas Alvarez,160,udet.edu.ec,Universidad de Especialidades Turísticas,"Turismo, Administración de empresas"
Germanico Renee Tovar Arcos,160,unemi.edu.ec,"Docente didáctica, Universidad Estatal de Milagro","Visibilidad digital, Comunicación aumentativa, didática"
Odalys Vaque,160,upse.edu.ec,Estudiante,generalizado en el campo petrolero
Luis Danilo Flores Rivera,159,uta.edu.ec,"Docente de TIC, Electrónica, Educación","Electrónica - Mecatrónica, Administración, TIC, Mantenimiento, Educación a distancia"
Silverio Jesús González-Téllez,159,unae.edu.ec,UNIVERSIDAD NACIONAL DE EDUCACIÓN,"convivencia, territorio, educación, pobreza"
Ana Isabel Ruiz Cedeño,159,utm.edu.ec,Profesora Universidad Técnica de Manabí,"gestión, educación superior, calidad, inclusión"
Jose Ivo Oscar Contreras Briceño,159,utpl.edu.ec,"Profesor de Enfermería, Universidad Técnica Particular de Loja","Salud pública, enfermería, aula virtual, inglés técnico"
Washington Macías (ORCID:0000-0003-2742-5132,159,espol.edu.ec,"Escuela Superior Politécnica del Litoral (ROR 04qenc566), ESPOL, Facultad de Ciencias …","trademark dilution, brand valuation, financial valuation"
Julio Cesar Mendez Bravo,159,ug.edu.ec,Universidad de Guayaquil,"Emprendimiento, negocios inclusivos, Responsabilidad Social, innovación"
Diana Gabriela Moreira Aguirre,159,utpl.edu.ec,Universidad Técnica Particular de Loja,"Estudios de paz, conflictos, derechos humanos"
Luis Fabian Moncada Mora,159,utpl.edu.ec,Universidad Técnica Particular de Loja,"Economía, Econometría, Educación"
Gabriel García Gutiérrez,159,espe.edu.ec,Universidad de las Fuerzas Armadas ESPE,
Milton Paredes-Aguirre,159,espol.edu.ec,"Profesor, Escuela Superior Politécnica del Litoral","Well-being, Work Stress, Job Skills, Higher Education, Management Education"
Wilma Llerena,159,uteq.edu.ec,Universidad Técnica Estatal de Quevedo,"Bioactive compounds, Fruits and vegetables, Posharvest, Color, Cocoa"
Juan Pablo Díaz-Sánchez,159,epn.edu.ec,Escuela Politécnica Nacional,"Economics, Demographics, Migration, Gender & Female Studies, Public Health"
Diana Patricia Zuleta Mediavilla,159,ute.edu.ec,"Profesor, Universidad UTE","ambiente, energias, arquitectura, urbanismo"
Saskya Carrera,158,ute.edu.ec,Principal Investigator at University UTE,"biotechnology, molecular biology, synthetic biology"
Miguel Angel Saltos Orrala,158,cu.ucsg.edu.ec,Universidad Católica Santiago de Guayaquil,"Derecho, Derecho Tributario, Derecho Constitucional, Derecho Societario"
Gabriela Vasco,158,uce.edu.ec,Universidad Central del Ecuador,Microbiology
José Rubén Ramírez Iglesias,158,uisek.edu.ec,Profesor de la Universidad Internacional SEK (UISEK),"Bioquímica, Biología Molecular, Biotecnología, Biomedicina, Bioinformática"
Paúl Francisco Baldeón Egas,158,uisrael.edu.ec,Universidad Tecnológica Israel,"Planificación Estratégica, Gestión, Investigación, Educación, TIC"
Diego Andres Carrillo Rosero,158,uniandes.edu.ec,"Profesor de Planeación Estratégica, Universidad UNIANDES","Administración, Recursos Humanos, Competencias Laborales, Marketing, Planeación Estrategica"
Lourdes Elizabeth Navas Franco,158,uti.edu.ec,Docente universidad Tecnológica Indoamérica,"Educación, Psicologia, Necesidades Educativas Especiales"
Lazara Milagros Velis Aguirre,158,ug.edu.ec,Universidad de Guayaquil,ADULTO MAYOR
XIMENA  DEL ROSARIO CAPA BENITEZ,158,iti.edu.ec,"Docente Investigadora, Instituto Tecnológico Internacional","Gestión del Talento Humano, Administración, Emprendimiento, Turismo, Seguridad y Salud en el Trabajo"
Martha Arevalo-Mora,158,uees.edu.ec,Universidad Espiritu Santo,Internal Medicine
Genesis Robles Zambrano,158,uniandes.edu.ec,"Profesor de Derecho, Universidad Regional Autonoma de los Andes (UNIANDES)","Derecho laboral, Derecho ambiental, Derecho Constitucional, Teoria de la argumentacion, Trialismo Juridico"
Marcelo Vilcacundo,158,ikiam.edu.ec,Universidad Regional Amazónica IKIAM,Agrobiología Proteomica Cromatografia
Hernán Yaguana,158,utpl.edu.ec,UTPL,"Comunicación, periodismo, tecnologías, filosofía, complejidad"
Edwin Stalin Hasang Moran,158,uagraria.edu.ec,Docente Universidad Agraria del Ecuador,"Ecofisiología, Nutrición Vegetal, Edafología."
Fausto Vilatuña Correa,158,ups.edu.ec,Universidad Politécnica Salesiana,"Filosofía, Neurociencia, Educación, Ética, Epistemología"
Karla Robles-Velasco,158,uees.edu.ec,Universidad Espíritu Santo,Medicina
Jostin Tenorio Murillo Cedeno,158,utm.edu.ec,facultad de  filosofia y letras universidad tecnica de manabi,ciencia de la educacion
Diego David Guajala Agila (ORCID: 0000-0002-1418-3990),158,ups.edu.ec,Professor of Philosophical Anthropology-ATARAXIA- Universidad Politécnica Salesiana,"Philosophy, Ethics, Cognitive Science, Education, Epistemology"
LUIS EDUARDO ALBERCA JIMENEZ,158,unemi.edu.ec,UNEMI Universidad Estatal de Milagro,Investigación
Jose Coloma,158,uleam.edu.ec,Docente ULEAM,"conservación de alimentos, biotecnología de alimentos"
Dra. Maritza Sandra Pibaque Pionce,158,unesum.edu.ec,Docente Universitaria,Investigación
Angel Fernando Soto Sarango (ORCID:0000-0003-1704-8417),157,ups.edu.ec,Professor of Calculus Several Variables - Universidad Politécnica Salesiana Ecuador,"Telecommunications, Robotics, Telematics, Data Networks, Engineering in Medicine"
María José Castillo Vélez (ORCID:0000-0002-3511-0168),157,espol.edu.ec,Escuela Superior Politécnica del Litoral (ROR 04qenc566). Ecuador,"Economía agrícola, Desarrollo Rural"
Carlos Izquierdo Maldonado,157,ups.edu.ec,Docente-Investigador de la Universidad Politécnica Salesiana Quito - Ecuador,"Especialista en: Economía Social, Modelo Cooperativo, Responsabilidad Social, Modelo de Negocios y Marketing"
Deisy Castillo Castillo,157,ucacue.edu.ec,Universidad Católica de Cuenca,Gestión Administrativa
Denys A. Flores,157,epn.edu.ec,Escuela Politecnica Nacional,"digital forensics, cybersecurity, education, auditing, iso 27001"
Rafael Tamayo-Trujillo,157,ute.edu.ec,Docente Investigador Universidad UTE,"Genómica, Bioinformática, Cáncer, Viroma"
Renan Teodoro Rodriguez Pillaga,157,ucacue.edu.ec,"Profesor de Tributacion, Universidad Catolica de Cuenca Extension Cañar","Auditoria, Emprendimiento, Calidad, Resiliencia, Transformacion Digital"
Carlos Luis Vargas Guevara,157,uta.edu.ec,Asistente de Investigación Universidad Técnica de Ambato,"Electrónica, Smart Systems, Hardware Embebido, Robótica, Energía"
"Jessica Ordóñez, PhD.",157,utpl.edu.ec,Universidad Técnica Particular de Loja,"migración, mercado laboral, emprendimiento, capital humano"
Galo Mauricio Durán Salazar,157,ug.edu.ec,"Profesor de Contabilidad e impuestos, Universidad de Guayaquil","Finanzas, Contabilidad, Impuestos"
Freddy Rodolfo Lalaleo Analuisa,157,iste.edu.ec,Instituto Tecnológico Superior Universitario España - ISTE,"Administración de Empresas, Economía, Educación, Marketing"
"Dr. C. Luis Andrés Crespo Berti, PhD",157,uniandes.edu.ec,Universidad Regional Autónoma de los Andes,"Derecho penal, Criminología, Ciencias del Comportamiento"
Elizabeth Katalina Morales Urrutia,157,uta.edu.ec,Universidad Técnica de Ambato,"learning companion, programación, Tecnologías de la Información y las …"
Jorge Luis Reyes Moreira,157,utm.edu.ec,Estudiante,Científico
Herramientas Financieras,157,umet.edu.ec,Universidad Metropolitana del Ecuador,"contabilidad, administración, finanzas, economía"
Carlos Alberto Litardo Velasquez,157,utm.edu.ec,Docente de Ingeniería Industrial,Seguridad e Higiene Industrial
JESSENIA  LEON,157,unemi.edu.ec,Estudiante Unemi,"Lenguaje no verbal, juegos simbólicos, literatura infantil"
Daniel Mideros,157,espe.edu.ec,ESPE,"Materiales, Energías, Mecatrónica, Robótica"
Dr. Luis Enrique Marcano Sanz,157,ucuenca.edu.ec,"Cirujano Pediátrico, Cirujano Cardiovascular","Cirugía Pediátrica, Cirugía Cardiotorácica, Metodologia de la Investigación, Metodolgias activas de enseñanza"
Zenia Batista Castro,157,uta.edu.ec,Universidad Tecnica de Ambato,"Medicina Estética, Cosmética y del Envejecimeinto Fisiológico, Histología"
TERESA HEIDY VARGAS CEVALLOS,157,istvr.edu.ec,,educación
Victor Gerardo Bastidas Valero,157,ug.edu.ec,Universidad de Guayaquil,Inteligencia artificial
MIRIAN SUSANA PONCE MORAN,157,espe.edu.ec,UNIVERSIDAD DE LAS FUERZAS ARMADAS ESPE,"EDUCACIÓN, CURRICULO, ENSEÑANZA, ESTRATEGIAS DIDACTICAS"
Tania Chinchilla Salcedo,156,uhemisferios.edu.ec,Universidad Hemisferios,"nursing, pediatrics, adolescents"
Carem Prieto,156,ucacue.edu.ec,Docente Carrera de Medicina Universidad Católica de Cuenca,"Metabolismo Humano, Biología Molecular"
